event_id,session_id,step_id,document_id,current_chunk_id,target_chunk_id,query_type
48,train:hotpot:184,2,hotpot:184,323,324,structural
49,train:hotpot:78,3,hotpot:78,136,139,multi-hop
50,train:hotpot:127,4,hotpot:127,222,225,multi-hop
51,train:hotpot:95,4,hotpot:95,173,175,multi-hop
52,train:hotpot:75,3,hotpot:75,130,132,structural
53,train:hotpot:198,3,hotpot:198,361,368,semantic
54,train:hotpot:156,1,hotpot:156,277,279,multi-hop
55,train:hotpot:156,2,hotpot:156,275,271,semantic
56,train:hotpot:95,5,hotpot:95,172,175,structural
57,train:hotpot:179,0,hotpot:179,297,293,semantic
58,train:hotpot:184,3,hotpot:184,318,320,structural
59,train:hotpot:183,1,hotpot:183,308,311,multi-hop
60,train:hotpot:78,4,hotpot:78,136,137,structural
61,train:hotpot:197,1,hotpot:197,349,351,multi-hop
62,train:hotpot:127,5,hotpot:127,223,225,multi-hop
63,train:hotpot:18,4,hotpot:18,28,29,structural
64,train:hotpot:183,2,hotpot:183,311,313,multi-hop
65,train:hotpot:179,1,hotpot:179,297,293,multi-hop
66,train:hotpot:184,4,hotpot:184,321,323,multi-hop
67,train:hotpot:127,6,hotpot:127,225,227,structural
68,train:hotpot:198,4,hotpot:198,359,360,structural
69,train:hotpot:114,2,hotpot:114,189,192,semantic
70,train:hotpot:179,2,hotpot:179,293,297,semantic
71,train:hotpot:114,3,hotpot:114,186,188,multi-hop
72,train:hotpot:138,5,hotpot:138,236,242,semantic
73,train:hotpot:62,1,hotpot:62,89,92,structural
74,train:hotpot:114,4,hotpot:114,188,189,structural
75,train:hotpot:172,3,hotpot:172,286,288,multi-hop
76,train:hotpot:72,3,hotpot:72,111,113,multi-hop
77,train:hotpot:79,3,hotpot:79,148,150,multi-hop
78,train:hotpot:198,5,hotpot:198,360,362,multi-hop
79,train:hotpot:30,5,hotpot:30,63,65,structural
80,train:hotpot:78,5,hotpot:78,142,144,multi-hop
81,train:hotpot:172,4,hotpot:172,289,291,multi-hop
82,train:hotpot:197,2,hotpot:197,353,355,multi-hop
83,train:hotpot:197,3,hotpot:197,355,351,semantic
84,train:hotpot:172,5,hotpot:172,288,290,structural
85,train:hotpot:62,2,hotpot:62,92,98,semantic
86,train:hotpot:183,3,hotpot:183,313,315,multi-hop
87,train:hotpot:179,3,hotpot:179,297,293,semantic
88,train:hotpot:75,4,hotpot:75,132,127,semantic
89,train:hotpot:197,4,hotpot:197,344,349,semantic
90,train:hotpot:30,6,hotpot:30,70,67,multi-hop
91,train:hotpot:179,4,hotpot:179,299,301,structural
92,train:hotpot:72,4,hotpot:72,112,114,multi-hop
93,train:hotpot:62,3,hotpot:62,92,94,multi-hop
94,train:hotpot:156,3,hotpot:156,276,278,multi-hop
95,train:hotpot:114,5,hotpot:114,190,187,semantic
96,train:hotpot:197,5,hotpot:197,354,356,multi-hop
97,train:hotpot:18,5,hotpot:18,28,30,structural
98,train:hotpot:183,4,hotpot:183,308,310,structural
99,train:hotpot:18,6,hotpot:18,30,33,semantic
100,train:hotpot:114,6,hotpot:114,184,187,structural
101,train:hotpot:172,6,hotpot:172,287,289,multi-hop
102,train:hotpot:179,5,hotpot:179,300,297,semantic
103,train:hotpot:62,4,hotpot:62,94,90,multi-hop
104,train:hotpot:72,5,hotpot:72,111,113,multi-hop
105,train:hotpot:184,5,hotpot:184,325,329,semantic
106,train:hotpot:79,4,hotpot:79,149,153,semantic
107,train:hotpot:197,6,hotpot:197,353,354,structural
108,train:hotpot:156,4,hotpot:156,276,278,structural
109,train:hotpot:183,5,hotpot:183,306,308,structural
110,train:hotpot:75,5,hotpot:75,129,131,multi-hop
111,train:hotpot:179,6,hotpot:179,299,301,structural
112,train:hotpot:184,6,hotpot:184,326,321,semantic
113,train:hotpot:79,5,hotpot:79,148,150,multi-hop
114,train:hotpot:138,6,hotpot:138,234,236,structural
115,train:hotpot:156,5,hotpot:156,272,275,multi-hop
116,train:hotpot:183,6,hotpot:183,307,311,multi-hop
117,train:hotpot:62,5,hotpot:62,94,90,semantic
118,train:hotpot:156,6,hotpot:156,276,271,semantic
119,train:hotpot:198,6,hotpot:198,364,366,multi-hop
