policy,baseline,k,query_type,metric,pairs,mean_delta,median_delta,cluster_bootstrap_ci_low,cluster_bootstrap_ci_high
adaptive_offline_global,cosine,6,multi-hop,policy_ms,600,2.8257924683333333,2.690172,2.639088641361465,2.9987552452173416
adaptive_offline_global,cosine,6,multi-hop,current_access_ttft_ms,600,-0.5038353949999999,0.6074780000000004,-1.8063339514767671,0.6485981573735953
adaptive_offline_global,cosine,6,multi-hop,current_access_request_ms,600,-0.5060771983333336,0.6001955000000017,-1.8091899664977755,0.646328908300286
adaptive_offline_global,cosine,6,multi-hop,speculative_population_ms,600,7.875276981666666,6.381943999999976,2.787151030622909,12.707355215396056
adaptive_offline_global,cosine,6,multi-hop,available_overlap_ms,600,0.0,0.0,0.0,0.0
adaptive_offline_global,cosine,6,multi-hop,exposed_population_ms,600,7.875276981666666,6.381943999999976,2.787151030622909,12.707355215396056
adaptive_offline_global,cosine,6,multi-hop,end_to_end_ttft_ms,600,8.699004481666666,9.809901999999965,2.905081746354715,14.107861318415525
adaptive_offline_global,cosine,6,multi-hop,end_to_end_request_ms,600,8.587714169999996,9.80113049999997,2.7926277469069376,13.99606026154132
adaptive_offline_global,cosine,6,multi-hop,prefetch_bytes_scheduled,600,200212.48,0.0,-433440.97884837486,745799.8822128647
adaptive_offline_global,cosine,6,multi-hop,prefetch_bytes_completed,600,200212.48,0.0,-433440.97884837486,745799.8822128647
adaptive_offline_global,cosine,6,multi-hop,prefetch_completion_fraction,600,0.0,0.0,0.0,0.0
adaptive_offline_global,cosine,6,multi-hop,shadow_residency_before_prefetch,600,0.02,0.0,0.0,0.04483592880978861
adaptive_offline_global,cosine,6,multi-hop,shadow_residency_hit,600,0.07666666666666666,0.0,0.006535947712418301,0.15314302884615377
adaptive_offline_global,cosine,6,multi-hop,shadow_current_prefetch_hit,600,0.05,0.0,-0.030716723549488054,0.13105444062534638
adaptive_offline_global,cosine,6,multi-hop,shadow_cache_bytes_after,600,144506.88,0.0,-391231.22900101467,673309.9368069913
adaptive_offline_global,cosine,6,multi-hop,lmcache_retrieved_tokens_delta,600,33.14666666666667,0.0,3.2092667100397207,65.8254394203164
adaptive_offline_global,cosine,6,multi-hop,lmcache_stored_tokens_delta,600,-30.826666666666668,0.0,-57.96103611141099,-3.0012669008836497
adaptive_offline_global,cosine,6,multi-hop,vllm_prefix_cache_hit_tokens_delta,600,33.35333333333333,0.0,4.471259018759018,63.87841265167333
adaptive_offline_global,cosine,6,multi-hop,online_updated,600,0.0,0.0,0.0,0.0
adaptive_offline_global,cosine,6,multi-hop,population_request_count,600,0.0,0.0,0.0,0.0
adaptive_offline_global,cosine,6,multi-hop,population_prompt_tokens,600,6.11,0.0,-13.227568934581752,22.760006171046896
adaptive_offline_global,cosine,6,multi-hop,predicted_count,600,0.0,0.0,0.0,0.0
adaptive_offline_global,cosine,6,multi-hop,completed_prefetch_count,600,0.0,0.0,0.0,0.0
adaptive_offline_global,cosine,6,multi-hop,current_insert_eviction_count,600,-0.04666666666666667,0.0,-0.07932411398467433,-0.014542829012143106
adaptive_offline_global,cosine,6,multi-hop,prefetch_eviction_count,600,-0.22666666666666666,0.0,-0.34658151031844386,-0.09871697817688217
adaptive_offline_global,cosine,6,multi-hop,target_insert_eviction_count,600,-0.08,0.0,-0.159245005083093,-0.007165925757057653
adaptive_offline_global,cosine,6,multi-hop,retry_count,600,0.0,0.0,0.0,0.0
adaptive_offline_global,cosine,6,multi-hop,prefetch_completed_before_demand,600,0.0,0.0,0.0,0.0
adaptive_offline_global,cosine,6,multi-hop,request_success,600,0.0,0.0,0.0,0.0
adaptive_offline_global,cosine,6,semantic,prediction_hit,300,-0.17333333333333334,0.0,-0.3507524463773846,0.016554298970566775
adaptive_offline_global,cosine,6,semantic,target_rank,164,1.9878048780487805,2.0,1.4203800750220652,2.605644472897994
adaptive_offline_global,cosine,6,semantic,candidate_universe_size,300,-961.1066666666667,-966.5,-979.751398896529,-941.8592444717444
adaptive_offline_global,cosine,6,semantic,prompt_tokens,300,0.0,0.0,0.0,0.0
adaptive_offline_global,cosine,6,semantic,capacity_bytes,300,0.0,0.0,0.0,0.0
adaptive_offline_global,cosine,6,semantic,ready_cache_ttft_ms,300,3.543678163333333,1.1646284999999992,0.251828658117243,6.4965487612497395
adaptive_offline_global,cosine,6,semantic,request_e2e_ms,300,3.4158868466666674,0.9546634999999988,0.11505868709182908,6.362969478020055
adaptive_offline_global,cosine,6,semantic,policy_ms,300,2.9023855133333334,2.7401210000000003,2.7495879875296083,3.0746613333515604
adaptive_offline_global,cosine,6,semantic,current_access_ttft_ms,300,0.17856702333333363,0.4232545000000023,-0.5554176385789638,0.938155093280145
adaptive_offline_global,cosine,6,semantic,current_access_request_ms,300,0.17844236000000033,0.4825965000000014,-0.5561984455842387,0.9395095665319128
adaptive_offline_global,cosine,6,semantic,speculative_population_ms,300,7.925916173333335,8.553729500000003,1.7274837435882164,14.621055685161226
adaptive_offline_global,cosine,6,semantic,available_overlap_ms,300,0.0,0.0,0.0,0.0
adaptive_offline_global,cosine,6,semantic,exposed_population_ms,300,7.925916173333335,8.553729500000003,1.7274837435882164,14.621055685161226
adaptive_offline_global,cosine,6,semantic,end_to_end_ttft_ms,300,14.37197985,19.426378999999997,6.637859101450298,22.96317734974767
adaptive_offline_global,cosine,6,semantic,end_to_end_request_ms,300,14.244188533333336,19.430898999999954,6.515116763106718,22.826907038455932
adaptive_offline_global,cosine,6,semantic,prefetch_bytes_scheduled,300,580648.96,0.0,-346274.37224946154,1301541.955422006
adaptive_offline_global,cosine,6,semantic,prefetch_bytes_completed,300,580648.96,0.0,-346274.37224946154,1301541.955422006
adaptive_offline_global,cosine,6,semantic,prefetch_completion_fraction,300,0.0,0.0,0.0,0.0
adaptive_offline_global,cosine,6,semantic,shadow_residency_before_prefetch,300,-0.03333333333333333,0.0,-0.0948905109489051,0.02097902097902098
adaptive_offline_global,cosine,6,semantic,shadow_residency_hit,300,-0.13333333333333333,0.0,-0.2830587808417997,0.028985507246376812
adaptive_offline_global,cosine,6,semantic,shadow_current_prefetch_hit,300,-0.09333333333333334,0.0,-0.20548952457695405,0.03548026518655555
adaptive_offline_global,cosine,6,semantic,shadow_cache_bytes_after,300,-68812.8,819200.0,-905110.85336757,799479.9352950425
adaptive_offline_global,cosine,6,semantic,lmcache_retrieved_tokens_delta,300,-10.546666666666667,0.0,-65.3370446744198,46.443533859559984
adaptive_offline_global,cosine,6,semantic,lmcache_stored_tokens_delta,300,18.30666666666667,0.0,-26.67721628537026,63.7426541814659
adaptive_offline_global,cosine,6,semantic,vllm_prefix_cache_hit_tokens_delta,300,-28.393333333333334,0.0,-69.70664965986394,19.064336685823744
adaptive_offline_global,cosine,6,semantic,online_updated,300,0.0,0.0,0.0,0.0
adaptive_offline_global,cosine,6,semantic,population_request_count,300,0.0,0.0,0.0,0.0
adaptive_offline_global,cosine,6,semantic,population_prompt_tokens,300,17.72,0.0,-10.567455207808274,39.71990830755634
adaptive_offline_global,cosine,6,semantic,predicted_count,300,0.0,0.0,0.0,0.0
adaptive_offline_global,cosine,6,semantic,completed_prefetch_count,300,0.0,0.0,0.0,0.0
adaptive_offline_global,cosine,6,semantic,current_insert_eviction_count,300,-0.04666666666666667,0.0,-0.11539017341040463,0.018758957006369377
adaptive_offline_global,cosine,6,semantic,prefetch_eviction_count,300,-0.15333333333333332,0.0,-0.35429381965552176,0.07199573674393789
adaptive_offline_global,cosine,6,semantic,target_insert_eviction_count,300,0.12,0.0,-0.03801215856095936,0.2746608847717175
adaptive_offline_global,cosine,6,semantic,retry_count,300,0.0,0.0,0.0,0.0
adaptive_offline_global,cosine,6,semantic,prefetch_completed_before_demand,300,0.0,0.0,0.0,0.0
adaptive_offline_global,cosine,6,semantic,request_success,300,0.0,0.0,0.0,0.0
adaptive_offline_global,cosine,6,structural,prediction_hit,300,0.29333333333333333,0.0,0.2,0.39646493212669676
adaptive_offline_global,cosine,6,structural,target_rank,172,-0.5,0.0,-0.7373917748917749,-0.2657561625582948
adaptive_offline_global,cosine,6,structural,candidate_universe_size,300,-960.2533333333333,-965.5,-981.3000439713029,-939.5277164665847
adaptive_offline_global,cosine,6,structural,prompt_tokens,300,0.0,0.0,0.0,0.0
adaptive_offline_global,cosine,6,structural,capacity_bytes,300,0.0,0.0,0.0,0.0
adaptive_offline_global,cosine,6,structural,ready_cache_ttft_ms,300,-6.181887133333333,-0.8336464999999986,-8.567404168553264,-3.942384608253032
adaptive_offline_global,cosine,6,structural,request_e2e_ms,300,-6.313843746666666,-1.0838255000000014,-8.694462116057874,-4.066863790381851
adaptive_offline_global,cosine,6,structural,policy_ms,300,2.9117685033333336,2.762115,2.702350009707447,3.1577121548190314
adaptive_offline_global,cosine,6,structural,current_access_ttft_ms,300,0.8199434866666663,0.5897775000000003,-0.7000689153135213,2.4861558114913023
adaptive_offline_global,cosine,6,structural,current_access_request_ms,300,0.8186858699999996,0.591156999999999,-0.7005765964001225,2.486639840280785
adaptive_offline_global,cosine,6,structural,speculative_population_ms,300,9.000862383333335,9.884107499999999,2.0883330729331053,15.018262483005296
adaptive_offline_global,cosine,6,structural,available_overlap_ms,300,0.0,0.0,0.0,0.0
adaptive_offline_global,cosine,6,structural,exposed_population_ms,300,9.000862383333335,9.884107499999999,2.0883330729331053,15.018262483005296
adaptive_offline_global,cosine,6,structural,end_to_end_ttft_ms,300,5.730743753333336,7.079727999999932,-1.6235557302021253,11.75850618812559
adaptive_offline_global,cosine,6,structural,end_to_end_request_ms,300,5.598787139999998,6.748588999999981,-1.7778963908705707,11.644477580165221
adaptive_offline_global,cosine,6,structural,prefetch_bytes_scheduled,300,527127.8933333333,0.0,-382370.37183303083,1399411.5300600491
adaptive_offline_global,cosine,6,structural,prefetch_bytes_completed,300,527127.8933333333,0.0,-382370.37183303083,1399411.5300600491
adaptive_offline_global,cosine,6,structural,prefetch_completion_fraction,300,0.0,0.0,0.0,0.0
adaptive_offline_global,cosine,6,structural,shadow_residency_before_prefetch,300,0.04,0.0,0.006369426751592357,0.07142857142857142
adaptive_offline_global,cosine,6,structural,shadow_residency_hit,300,0.26,0.0,0.17291365831798036,0.35037207318229213
adaptive_offline_global,cosine,6,structural,shadow_current_prefetch_hit,300,0.22666666666666666,0.0,0.12902731050860874,0.32857142857142857
adaptive_offline_global,cosine,6,structural,shadow_cache_bytes_after,300,202943.14666666667,16384.0,-791020.3914893618,1196160.3820895515
adaptive_offline_global,cosine,6,structural,lmcache_retrieved_tokens_delta,300,106.50666666666666,0.0,75.32972027972028,139.31480660943413
adaptive_offline_global,cosine,6,structural,lmcache_stored_tokens_delta,300,-39.84,0.0,-64.06218194492854,-14.864516129032259
adaptive_offline_global,cosine,6,structural,vllm_prefix_cache_hit_tokens_delta,300,106.48666666666666,0.0,75.28900786713287,139.31161093418257
adaptive_offline_global,cosine,6,structural,online_updated,300,0.0,0.0,0.0,0.0
adaptive_offline_global,cosine,6,structural,population_request_count,300,0.0,0.0,0.0,0.0
adaptive_offline_global,cosine,6,structural,population_prompt_tokens,300,16.086666666666666,0.0,-11.669017695099818,42.706650697633336
adaptive_offline_global,cosine,6,structural,predicted_count,300,0.0,0.0,0.0,0.0
adaptive_offline_global,cosine,6,structural,completed_prefetch_count,300,0.0,0.0,0.0,0.0
adaptive_offline_global,cosine,6,structural,current_insert_eviction_count,300,-0.06,0.0,-0.11112745098039215,-0.013245033112582781
adaptive_offline_global,cosine,6,structural,prefetch_eviction_count,300,-0.29333333333333333,0.0,-0.5290417457305503,-0.0647190917786004
adaptive_offline_global,cosine,6,structural,target_insert_eviction_count,300,-0.25333333333333335,0.0,-0.3432952425373134,-0.16437233325847747
adaptive_offline_global,cosine,6,structural,retry_count,300,0.0,0.0,0.0,0.0
adaptive_offline_global,cosine,6,structural,prefetch_completed_before_demand,300,0.0,0.0,0.0,0.0
adaptive_offline_global,cosine,6,structural,request_success,300,0.0,0.0,0.0,0.0
adaptive_offline_global,cosine,10,all,prediction_hit,1200,0.135,0.0,0.08833333333333333,0.18
adaptive_offline_global,cosine,10,all,target_rank,964,0.7116182572614108,1.0,0.3456679894179894,1.0756510908947698
adaptive_offline_global,cosine,10,all,candidate_universe_size,1200,-963.2366666666667,-969.0,-980.1254583333333,-945.322125
adaptive_offline_global,cosine,10,all,prompt_tokens,1200,0.0,0.0,0.0,0.0
adaptive_offline_global,cosine,10,all,capacity_bytes,1200,0.0,0.0,0.0,0.0
adaptive_offline_global,cosine,10,all,ready_cache_ttft_ms,1200,-4.1043207175,-0.7871154999999987,-5.891512275708333,-2.4768306508958347
adaptive_offline_global,cosine,10,all,request_e2e_ms,1200,-4.1699968683333335,-0.8553634999999993,-5.960409421104166,-2.5385930432916677
adaptive_offline_global,cosine,10,all,policy_ms,1200,2.8426166458333335,2.681662,2.6778466530833334,3.0116413086041667
adaptive_offline_global,cosine,10,all,current_access_ttft_ms,1200,-1.8843143375,-0.6491624999999992,-2.5471952490625,-1.2518164571458334
adaptive_offline_global,cosine,10,all,current_access_request_ms,1200,-1.8862308266666665,-0.6623669999999997,-2.549169089770833,-1.253628368375
adaptive_offline_global,cosine,10,all,speculative_population_ms,1200,-18.8923833475,-7.233334500000012,-25.468434708812502,-12.768166147791671
adaptive_offline_global,cosine,10,all,available_overlap_ms,1200,0.0,0.0,0.0,0.0
adaptive_offline_global,cosine,10,all,exposed_population_ms,1200,-18.8923833475,-7.233334500000012,-25.468434708812502,-12.768166147791671
adaptive_offline_global,cosine,10,all,end_to_end_ttft_ms,1200,-20.154087419166668,-8.918994500000053,-27.527618367770845,-13.110564042000007
adaptive_offline_global,cosine,10,all,end_to_end_request_ms,1200,-20.21976357,-8.965214999999944,-27.590851790395835,-13.168957957812507
adaptive_offline_global,cosine,10,all,prefetch_bytes_scheduled,1200,116927.14666666667,0.0,-748265.4720000001,995775.8293333321
adaptive_offline_global,cosine,10,all,prefetch_bytes_completed,1200,116927.14666666667,0.0,-748265.4720000001,995775.8293333321
adaptive_offline_global,cosine,10,all,prefetch_completion_fraction,1200,0.0,0.0,0.0,0.0
adaptive_offline_global,cosine,10,all,shadow_residency_before_prefetch,1200,0.023333333333333334,0.0,0.006666666666666667,0.041666666666666664
adaptive_offline_global,cosine,10,all,shadow_residency_hit,1200,0.12166666666666667,0.0,0.07666666666666666,0.165
adaptive_offline_global,cosine,10,all,shadow_current_prefetch_hit,1200,0.09166666666666666,0.0,0.04833333333333333,0.13333333333333333
adaptive_offline_global,cosine,10,all,shadow_cache_bytes_after,1200,-303267.84,0.0,-589429.4186666667,-35277.48266666668
adaptive_offline_global,cosine,10,all,lmcache_retrieved_tokens_delta,1200,46.17166666666667,0.0,23.347041666666666,66.48716666666667
adaptive_offline_global,cosine,10,all,lmcache_stored_tokens_delta,1200,-28.988333333333333,0.0,-50.746875,-9.228625000000003
adaptive_offline_global,cosine,10,all,vllm_prefix_cache_hit_tokens_delta,1200,45.92333333333333,0.0,29.148645833333333,63.23818749999999
adaptive_offline_global,cosine,10,all,online_updated,1200,0.0,0.0,0.0,0.0
adaptive_offline_global,cosine,10,all,population_request_count,1200,0.0,0.0,0.0,0.0
adaptive_offline_global,cosine,10,all,population_prompt_tokens,1200,3.5683333333333334,0.0,-22.835250000000002,30.38866666666663
adaptive_offline_global,cosine,10,all,predicted_count,1200,0.0,0.0,0.0,0.0
adaptive_offline_global,cosine,10,all,completed_prefetch_count,1200,0.0,0.0,0.0,0.0
adaptive_offline_global,cosine,10,all,current_insert_eviction_count,1200,-0.065,0.0,-0.08,-0.05
adaptive_offline_global,cosine,10,all,prefetch_eviction_count,1200,-0.41,0.0,-0.5883333333333334,-0.245
adaptive_offline_global,cosine,10,all,target_insert_eviction_count,1200,-0.125,0.0,-0.17,-0.07833333333333334
adaptive_offline_global,cosine,10,all,retry_count,1200,0.0,0.0,0.0,0.0
adaptive_offline_global,cosine,10,all,prefetch_completed_before_demand,1200,0.0,0.0,0.0,0.0
adaptive_offline_global,cosine,10,all,request_success,1200,0.0,0.0,0.0,0.0
adaptive_offline_global,cosine,10,multi-hop,prediction_hit,600,0.11333333333333333,0.0,0.06578833545802222,0.16792060735924336
adaptive_offline_global,cosine,10,multi-hop,target_rank,500,0.428,0.0,-0.01136382280557834,0.830833333333333
adaptive_offline_global,cosine,10,multi-hop,candidate_universe_size,600,-965.7933333333333,-969.0,-983.0609780616336,-948.1475629695095
adaptive_offline_global,cosine,10,multi-hop,prompt_tokens,600,0.0,0.0,0.0,0.0
adaptive_offline_global,cosine,10,multi-hop,capacity_bytes,600,0.0,0.0,0.0,0.0
adaptive_offline_global,cosine,10,multi-hop,ready_cache_ttft_ms,600,-4.46228689,-0.8134899999999998,-6.789992688275193,-2.2279913870059302
adaptive_offline_global,cosine,10,multi-hop,request_e2e_ms,600,-4.534133338333333,-0.8728375000000028,-6.859870907286822,-2.2882456881642526
adaptive_offline_global,cosine,10,multi-hop,policy_ms,600,2.8440769633333334,2.6834015,2.6535752357098183,3.0215879711998457
adaptive_offline_global,cosine,10,multi-hop,current_access_ttft_ms,600,-1.5047699466666666,-0.4520419999999987,-2.3883207034869143,-0.6066183469263841
adaptive_offline_global,cosine,10,multi-hop,current_access_request_ms,600,-1.5055500216666664,-0.4351955000000025,-2.3881164306892684,-0.6075863088375155
adaptive_offline_global,cosine,10,multi-hop,speculative_population_ms,600,-19.540896895000003,-7.69959799999998,-29.406092115727887,-11.975280625247345
adaptive_offline_global,cosine,10,multi-hop,available_overlap_ms,600,0.0,0.0,0.0,0.0
adaptive_offline_global,cosine,10,multi-hop,exposed_population_ms,600,-19.540896895000003,-7.69959799999998,-29.406092115727887,-11.975280625247345
adaptive_offline_global,cosine,10,multi-hop,end_to_end_ttft_ms,600,-21.159106821666672,-8.902153000000055,-31.841482041232222,-12.78085133249735
adaptive_offline_global,cosine,10,multi-hop,end_to_end_request_ms,600,-21.230953270000004,-8.920298500000001,-31.914157413665215,-12.84416125982039
adaptive_offline_global,cosine,10,multi-hop,prefetch_bytes_scheduled,600,-16711.68,0.0,-877264.7959068347,873599.9277878765
adaptive_offline_global,cosine,10,multi-hop,prefetch_bytes_completed,600,-16711.68,0.0,-877264.7959068347,873599.9277878765
adaptive_offline_global,cosine,10,multi-hop,prefetch_completion_fraction,600,0.0,0.0,0.0,0.0
adaptive_offline_global,cosine,10,multi-hop,shadow_residency_before_prefetch,600,0.03333333333333333,0.0,0.016500293121417403,0.050156739811912224
adaptive_offline_global,cosine,10,multi-hop,shadow_residency_hit,600,0.10333333333333333,0.0,0.05592105263157895,0.15724024295683633
adaptive_offline_global,cosine,10,multi-hop,shadow_current_prefetch_hit,600,0.06333333333333334,0.0,0.01999342105263158,0.11393062064736538
adaptive_offline_global,cosine,10,multi-hop,shadow_cache_bytes_after,600,-147237.54666666666,0.0,-705663.0396437388,336704.59374325775
adaptive_offline_global,cosine,10,multi-hop,lmcache_retrieved_tokens_delta,600,62.95666666666666,0.0,44.64835911667454,84.1585873098804
adaptive_offline_global,cosine,10,multi-hop,lmcache_stored_tokens_delta,600,-16.803333333333335,0.0,-47.10597072419106,14.799602883675455
adaptive_offline_global,cosine,10,multi-hop,vllm_prefix_cache_hit_tokens_delta,600,49.376666666666665,0.0,31.17365406643757,70.53359459642468
adaptive_offline_global,cosine,10,multi-hop,online_updated,600,0.0,0.0,0.0,0.0
adaptive_offline_global,cosine,10,multi-hop,population_request_count,600,0.0,0.0,0.0,0.0
adaptive_offline_global,cosine,10,multi-hop,population_prompt_tokens,600,-0.51,0.0,-26.771996945399007,26.660154046260878
adaptive_offline_global,cosine,10,multi-hop,predicted_count,600,0.0,0.0,0.0,0.0
adaptive_offline_global,cosine,10,multi-hop,completed_prefetch_count,600,0.0,0.0,0.0,0.0
adaptive_offline_global,cosine,10,multi-hop,current_insert_eviction_count,600,-0.06333333333333334,0.0,-0.08852459016393442,-0.03886840028817456
adaptive_offline_global,cosine,10,multi-hop,prefetch_eviction_count,600,-0.45666666666666667,0.0,-0.7425939717865592,-0.2200613885830581
adaptive_offline_global,cosine,10,multi-hop,target_insert_eviction_count,600,-0.10666666666666667,0.0,-0.1621643994988366,-0.056814393939393956
adaptive_offline_global,cosine,10,multi-hop,retry_count,600,0.0,0.0,0.0,0.0
adaptive_offline_global,cosine,10,multi-hop,prefetch_completed_before_demand,600,0.0,0.0,0.0,0.0
adaptive_offline_global,cosine,10,multi-hop,request_success,600,0.0,0.0,0.0,0.0
adaptive_offline_global,cosine,10,semantic,prediction_hit,300,0.07333333333333333,0.0,-0.006712543079992744,0.15755158661349045
adaptive_offline_global,cosine,10,semantic,target_rank,244,2.8114754098360657,3.0,1.9507448325017818,3.5294243338360984
adaptive_offline_global,cosine,10,semantic,candidate_universe_size,300,-961.1066666666667,-966.5,-979.751398896529,-941.8592444717444
adaptive_offline_global,cosine,10,semantic,prompt_tokens,300,0.0,0.0,0.0,0.0
adaptive_offline_global,cosine,10,semantic,capacity_bytes,300,0.0,0.0,0.0,0.0
adaptive_offline_global,cosine,10,semantic,ready_cache_ttft_ms,300,-1.91009095,-0.45705850000000225,-4.401740251883028,0.6403964809051718
adaptive_offline_global,cosine,10,semantic,request_e2e_ms,300,-1.9653417433333338,-0.4779630000000026,-4.444445584852941,0.59227693354473
adaptive_offline_global,cosine,10,semantic,policy_ms,300,2.8180634233333333,2.7051835,2.6553531112118316,2.9930659813698144
adaptive_offline_global,cosine,10,semantic,current_access_ttft_ms,300,-2.4009043633333333,-1.0240685000000056,-3.6436471522550824,-1.333779626157408
adaptive_offline_global,cosine,10,semantic,current_access_request_ms,300,-2.4049763333333334,-1.019073500000001,-3.645421886935347,-1.3373025618794063
adaptive_offline_global,cosine,10,semantic,speculative_population_ms,300,-18.507431493333332,-6.896443500000032,-28.434699760964367,-8.904916754943338
adaptive_offline_global,cosine,10,semantic,available_overlap_ms,300,0.0,0.0,0.0,0.0
adaptive_offline_global,cosine,10,semantic,exposed_population_ms,300,-18.507431493333332,-6.896443500000032,-28.434699760964367,-8.904916754943338
adaptive_offline_global,cosine,10,semantic,end_to_end_ttft_ms,300,-17.599459019999994,-6.851846999999964,-27.70525236522712,-7.202183654106193
adaptive_offline_global,cosine,10,semantic,end_to_end_request_ms,300,-17.654709813333337,-6.827444999999955,-27.7576702463186,-7.247918004149418
adaptive_offline_global,cosine,10,semantic,prefetch_bytes_scheduled,300,422270.29333333333,0.0,-483046.1699614891,1327489.0339334009
adaptive_offline_global,cosine,10,semantic,prefetch_bytes_completed,300,422270.29333333333,0.0,-483046.1699614891,1327489.0339334009
adaptive_offline_global,cosine,10,semantic,prefetch_completion_fraction,300,0.0,0.0,0.0,0.0
adaptive_offline_global,cosine,10,semantic,shadow_residency_before_prefetch,300,-0.006666666666666667,0.0,-0.051094890510948905,0.03521333885666942
