event_id,session_id,step_id,document_id,current_chunk_id,target_chunk_id,query_type
46,train:hotpot:117,0,hotpot:117,731,738,semantic
47,train:hotpot:107,0,hotpot:107,646,649,multi-hop
48,train:hotpot:126,1,hotpot:126,759,761,multi-hop
49,train:hotpot:183,0,hotpot:183,1139,1136,multi-hop
50,train:hotpot:32,0,hotpot:32,223,225,multi-hop
51,train:hotpot:16,1,hotpot:16,107,112,multi-hop
52,train:hotpot:19,0,hotpot:19,150,152,multi-hop
53,train:hotpot:129,0,hotpot:129,792,795,multi-hop
54,train:hotpot:126,2,hotpot:126,758,755,multi-hop
55,train:hotpot:179,2,hotpot:179,1088,1090,structural
56,train:hotpot:129,1,hotpot:129,792,795,semantic
57,train:hotpot:107,1,hotpot:107,644,645,structural
58,train:hotpot:57,1,hotpot:57,372,373,structural
59,train:hotpot:86,1,hotpot:86,531,532,structural
60,train:hotpot:4,0,hotpot:4,43,47,multi-hop
61,train:hotpot:85,2,hotpot:85,517,519,multi-hop
62,train:hotpot:47,1,hotpot:47,268,271,semantic
63,train:hotpot:138,1,hotpot:138,862,863,structural
64,train:hotpot:56,2,hotpot:56,353,354,structural
65,train:hotpot:55,1,hotpot:55,347,349,structural
66,train:hotpot:159,0,hotpot:159,964,966,multi-hop
67,train:hotpot:160,1,hotpot:160,978,980,multi-hop
68,train:hotpot:168,1,hotpot:168,1019,1013,semantic
69,train:hotpot:183,1,hotpot:183,1141,1137,multi-hop
70,train:hotpot:166,0,hotpot:166,1002,1004,structural
71,train:hotpot:86,2,hotpot:86,529,535,multi-hop
72,train:hotpot:75,0,hotpot:75,480,476,semantic
73,train:hotpot:94,2,hotpot:94,568,572,multi-hop
74,train:hotpot:90,1,hotpot:90,549,559,multi-hop
75,train:hotpot:5,0,hotpot:5,55,57,multi-hop
76,train:hotpot:35,1,hotpot:35,237,239,structural
77,train:hotpot:160,2,hotpot:160,977,980,multi-hop
78,train:hotpot:176,3,hotpot:176,1069,1063,multi-hop
79,train:hotpot:100,0,hotpot:100,613,615,multi-hop
80,train:hotpot:140,1,hotpot:140,889,892,multi-hop
81,train:hotpot:25,2,hotpot:25,179,188,multi-hop
82,train:hotpot:160,3,hotpot:160,979,981,multi-hop
83,train:hotpot:25,3,hotpot:25,187,189,multi-hop
84,train:hotpot:159,1,hotpot:159,966,963,multi-hop
85,train:hotpot:48,1,hotpot:48,279,281,multi-hop
86,train:hotpot:139,2,hotpot:139,874,881,semantic
87,train:hotpot:47,2,hotpot:47,265,270,multi-hop
88,train:hotpot:7,0,hotpot:7,61,66,multi-hop
89,train:hotpot:5,1,hotpot:5,52,54,multi-hop
90,train:hotpot:1,2,hotpot:1,19,22,multi-hop
91,train:hotpot:4,1,hotpot:4,42,47,multi-hop
92,train:hotpot:8,0,hotpot:8,68,70,multi-hop
93,train:hotpot:102,1,hotpot:102,628,632,semantic
94,train:hotpot:98,1,hotpot:98,594,595,structural
95,train:hotpot:199,0,hotpot:199,1216,1219,structural
96,train:hotpot:173,0,hotpot:173,1046,1041,semantic
97,train:hotpot:25,4,hotpot:25,184,186,multi-hop
98,train:hotpot:176,4,hotpot:176,1070,1063,multi-hop
99,train:hotpot:173,1,hotpot:173,1040,1042,multi-hop
100,train:hotpot:175,0,hotpot:175,1052,1055,structural
101,train:hotpot:8,1,hotpot:8,73,75,structural
102,train:hotpot:94,3,hotpot:94,564,570,multi-hop
103,train:hotpot:7,1,hotpot:7,63,65,multi-hop
104,train:hotpot:8,2,hotpot:8,69,72,semantic
105,train:hotpot:112,0,hotpot:112,682,684,multi-hop
106,train:hotpot:19,1,hotpot:19,144,147,multi-hop
107,train:hotpot:90,2,hotpot:90,553,558,semantic
108,train:hotpot:17,0,hotpot:17,124,129,semantic
109,train:hotpot:168,2,hotpot:168,1018,1012,multi-hop
110,train:hotpot:48,2,hotpot:48,278,279,structural
111,train:hotpot:166,1,hotpot:166,1000,1003,structural
112,train:hotpot:55,2,hotpot:55,338,341,semantic
113,train:hotpot:118,0,hotpot:118,744,746,multi-hop
114,train:hotpot:56,3,hotpot:56,355,357,structural
115,train:hotpot:135,0,hotpot:135,824,826,structural
116,train:hotpot:183,2,hotpot:183,1136,1141,multi-hop
117,train:hotpot:179,3,hotpot:179,1086,1090,multi-hop
118,train:hotpot:136,1,hotpot:136,844,840,semantic
119,train:hotpot:29,3,hotpot:29,194,200,multi-hop
120,train:hotpot:32,1,hotpot:32,215,218,semantic
121,train:hotpot:17,1,hotpot:17,126,129,multi-hop
122,train:hotpot:19,2,hotpot:19,147,148,structural
123,train:hotpot:109,0,hotpot:109,663,665,multi-hop
124,train:hotpot:7,2,hotpot:7,64,66,multi-hop
125,train:hotpot:54,3,hotpot:54,334,337,semantic
126,train:hotpot:109,1,hotpot:109,657,659,multi-hop
127,train:hotpot:102,2,hotpot:102,624,632,multi-hop
128,train:hotpot:199,1,hotpot:199,1217,1219,multi-hop
129,train:hotpot:23,0,hotpot:23,175,178,semantic
130,train:hotpot:85,3,hotpot:85,520,516,semantic
131,train:hotpot:64,0,hotpot:64,421,425,multi-hop
132,train:hotpot:4,2,hotpot:4,42,47,semantic
133,train:hotpot:85,4,hotpot:85,513,515,structural
134,train:hotpot:102,3,hotpot:102,621,623,multi-hop
135,train:hotpot:7,3,hotpot:7,64,65,structural
136,train:hotpot:139,3,hotpot:139,875,877,structural
137,train:hotpot:94,4,hotpot:94,563,565,multi-hop
138,train:hotpot:4,3,hotpot:4,39,40,structural
139,train:hotpot:183,3,hotpot:183,1138,1141,structural
140,train:hotpot:177,0,hotpot:177,1076,1079,structural
141,train:hotpot:166,2,hotpot:166,1007,1009,structural
142,train:hotpot:110,1,hotpot:110,673,677,multi-hop
143,train:hotpot:175,1,hotpot:175,1055,1057,multi-hop
144,train:hotpot:64,1,hotpot:64,417,419,structural
145,train:hotpot:7,4,hotpot:7,61,66,multi-hop
146,train:hotpot:64,2,hotpot:64,421,425,semantic
147,train:hotpot:199,2,hotpot:199,1219,1215,multi-hop
148,train:hotpot:98,2,hotpot:98,587,589,structural
149,train:hotpot:110,2,hotpot:110,674,677,multi-hop
150,train:hotpot:140,2,hotpot:140,891,893,multi-hop
151,train:hotpot:107,2,hotpot:107,647,655,multi-hop
152,train:hotpot:86,3,hotpot:86,533,535,structural
153,train:hotpot:74,3,hotpot:74,467,468,structural
154,train:hotpot:55,3,hotpot:55,345,347,multi-hop
155,train:hotpot:183,4,hotpot:183,1141,1137,semantic
156,train:hotpot:109,2,hotpot:109,664,666,multi-hop
157,train:hotpot:112,1,hotpot:112,683,687,multi-hop
158,train:hotpot:135,1,hotpot:135,822,823,structural
159,train:hotpot:139,4,hotpot:139,878,879,structural
160,train:hotpot:56,4,hotpot:56,352,354,multi-hop
161,train:hotpot:57,2,hotpot:57,365,374,semantic
162,train:hotpot:181,0,hotpot:181,1115,1119,multi-hop
163,train:hotpot:99,1,hotpot:99,599,602,structural
164,train:hotpot:168,3,hotpot:168,1016,1023,multi-hop
165,train:hotpot:163,0,hotpot:163,986,992,multi-hop
166,train:hotpot:160,4,hotpot:160,982,979,multi-hop
167,train:hotpot:64,3,hotpot:64,416,418,multi-hop
168,train:hotpot:177,1,hotpot:177,1081,1083,multi-hop
169,train:hotpot:100,1,hotpot:100,613,616,structural
170,train:hotpot:98,3,hotpot:98,589,585,semantic
171,train:hotpot:126,3,hotpot:126,757,759,multi-hop
172,train:hotpot:55,4,hotpot:55,343,339,semantic
173,train:hotpot:17,2,hotpot:17,121,124,semantic
174,train:hotpot:168,4,hotpot:168,1014,1022,semantic
175,train:hotpot:166,3,hotpot:166,1000,1002,multi-hop
176,train:hotpot:47,3,hotpot:47,271,274,semantic
177,train:hotpot:23,1,hotpot:23,174,171,semantic
178,train:hotpot:138,2,hotpot:138,861,867,multi-hop
179,train:hotpot:183,5,hotpot:183,1140,1141,structural
180,train:hotpot:181,1,hotpot:181,1113,1116,multi-hop
181,train:hotpot:160,5,hotpot:160,977,979,multi-hop
182,train:hotpot:107,3,hotpot:107,648,645,multi-hop
183,train:hotpot:112,2,hotpot:112,680,682,structural
184,train:hotpot:1,3,hotpot:1,13,16,structural
185,train:hotpot:194,0,hotpot:194,1193,1196,semantic
186,train:hotpot:109,3,hotpot:109,660,662,multi-hop
187,train:hotpot:66,0,hotpot:66,432,433,structural
188,train:hotpot:135,2,hotpot:135,827,823,semantic
189,train:hotpot:57,3,hotpot:57,365,374,semantic
190,train:hotpot:32,2,hotpot:32,218,215,multi-hop
191,train:hotpot:85,5,hotpot:85,517,521,multi-hop
192,train:hotpot:74,4,hotpot:74,464,467,semantic
193,train:hotpot:166,4,hotpot:166,1005,1010,multi-hop
194,train:hotpot:199,3,hotpot:199,1219,1215,semantic
195,train:hotpot:57,4,hotpot:57,372,374,multi-hop
196,train:hotpot:75,1,hotpot:75,479,481,multi-hop
197,train:hotpot:176,5,hotpot:176,1069,1071,structural
198,train:hotpot:90,3,hotpot:90,553,558,semantic
199,train:hotpot:179,4,hotpot:179,1086,1088,multi-hop
200,train:hotpot:55,5,hotpot:55,345,338,semantic
201,train:hotpot:1,4,hotpot:1,19,22,multi-hop
202,train:hotpot:66,1,hotpot:66,433,430,semantic
203,train:hotpot:57,5,hotpot:57,366,370,multi-hop
204,train:hotpot:102,4,hotpot:102,629,625,semantic
205,train:hotpot:75,2,hotpot:75,483,478,semantic
206,train:hotpot:117,1,hotpot:117,731,738,semantic
207,train:hotpot:173,2,hotpot:173,1037,1039,structural
208,train:hotpot:129,2,hotpot:129,791,795,multi-hop
209,train:hotpot:138,3,hotpot:138,860,864,multi-hop
210,train:hotpot:100,2,hotpot:100,610,611,structural
211,train:hotpot:57,6,hotpot:57,366,370,multi-hop
212,train:hotpot:163,1,hotpot:163,989,991,multi-hop
213,train:hotpot:17,3,hotpot:17,120,122,multi-hop
214,train:hotpot:159,2,hotpot:159,960,963,structural
215,train:hotpot:102,5,hotpot:102,625,627,multi-hop
216,train:hotpot:64,4,hotpot:64,421,423,structural
217,train:hotpot:107,4,hotpot:107,649,651,multi-hop
218,train:hotpot:175,2,hotpot:175,1058,1060,multi-hop
219,train:hotpot:160,6,hotpot:160,978,982,multi-hop
220,train:hotpot:29,4,hotpot:29,197,193,multi-hop
221,train:hotpot:5,2,hotpot:5,57,60,structural
222,train:hotpot:117,2,hotpot:117,736,737,structural
223,train:hotpot:137,1,hotpot:137,848,858,semantic
224,train:hotpot:118,1,hotpot:118,751,754,multi-hop
225,train:hotpot:112,3,hotpot:112,684,687,semantic
226,train:hotpot:17,4,hotpot:17,120,123,structural
227,train:hotpot:75,3,hotpot:75,483,478,semantic
228,train:hotpot:194,1,hotpot:194,1185,1187,structural
229,train:hotpot:8,3,hotpot:8,74,76,structural
230,train:hotpot:35,2,hotpot:35,233,235,multi-hop
231,train:hotpot:25,5,hotpot:25,181,183,multi-hop
232,train:hotpot:176,6,hotpot:176,1065,1071,multi-hop
233,train:hotpot:47,4,hotpot:47,269,273,semantic
234,train:hotpot:66,2,hotpot:66,427,430,structural
235,train:hotpot:136,2,hotpot:136,836,840,multi-hop
236,train:hotpot:183,6,hotpot:183,1138,1141,structural
237,train:hotpot:99,2,hotpot:99,601,598,semantic
238,train:hotpot:66,3,hotpot:66,434,436,multi-hop
239,train:hotpot:115,1,hotpot:115,705,706,structural
240,train:hotpot:194,2,hotpot:194,1192,1194,multi-hop
241,train:hotpot:173,3,hotpot:173,1036,1047,semantic
242,train:hotpot:75,4,hotpot:75,474,480,semantic
243,train:hotpot:194,3,hotpot:194,1183,1186,structural
244,train:hotpot:135,3,hotpot:135,827,823,semantic
245,train:hotpot:94,5,hotpot:94,570,566,multi-hop
246,train:hotpot:56,5,hotpot:56,356,358,multi-hop
247,train:hotpot:47,5,hotpot:47,272,274,multi-hop
248,train:hotpot:199,4,hotpot:199,1218,1215,multi-hop
249,train:hotpot:35,3,hotpot:35,235,237,multi-hop
250,train:hotpot:159,3,hotpot:159,960,961,structural
251,train:hotpot:181,2,hotpot:181,1115,1117,structural
252,train:hotpot:85,6,hotpot:85,512,515,semantic
253,train:hotpot:4,4,hotpot:4,45,47,structural
254,train:hotpot:181,3,hotpot:181,1117,1119,multi-hop
255,train:hotpot:117,3,hotpot:117,739,740,structural
256,train:hotpot:126,4,hotpot:126,761,763,structural
257,train:hotpot:115,2,hotpot:115,705,709,semantic
258,train:hotpot:115,3,hotpot:115,708,704,semantic
259,train:hotpot:137,2,hotpot:137,849,856,semantic
260,train:hotpot:29,5,hotpot:29,197,199,multi-hop
261,train:hotpot:100,3,hotpot:100,616,610,semantic
262,train:hotpot:64,5,hotpot:64,419,422,structural
263,train:hotpot:29,6,hotpot:29,191,194,structural
264,train:hotpot:86,4,hotpot:86,525,532,multi-hop
265,train:hotpot:85,7,hotpot:85,513,516,semantic
266,train:hotpot:183,7,hotpot:183,1135,1138,structural
267,train:hotpot:66,4,hotpot:66,428,432,multi-hop
268,train:hotpot:48,3,hotpot:48,282,285,structural
269,train:hotpot:137,3,hotpot:137,853,856,structural
270,train:hotpot:177,2,hotpot:177,1082,1079,semantic
271,train:hotpot:7,5,hotpot:7,61,62,structural
272,train:hotpot:8,4,hotpot:8,73,68,multi-hop
273,train:hotpot:115,4,hotpot:115,704,705,structural
274,train:hotpot:35,4,hotpot:35,235,238,multi-hop
275,train:hotpot:183,8,hotpot:183,1141,1143,multi-hop
276,train:hotpot:140,3,hotpot:140,892,887,multi-hop
277,train:hotpot:16,2,hotpot:16,111,113,multi-hop
278,train:hotpot:25,6,hotpot:25,184,180,semantic
279,train:hotpot:163,2,hotpot:163,992,987,multi-hop
280,train:hotpot:163,3,hotpot:163,994,987,multi-hop
281,train:hotpot:48,4,hotpot:48,280,276,multi-hop
282,train:hotpot:64,6,hotpot:64,416,418,multi-hop
283,train:hotpot:74,5,hotpot:74,466,462,semantic
284,train:hotpot:35,5,hotpot:35,229,232,multi-hop
285,train:hotpot:23,2,hotpot:23,169,171,multi-hop
286,train:hotpot:56,6,hotpot:56,351,352,structural
287,train:hotpot:19,3,hotpot:19,143,145,multi-hop
288,train:hotpot:107,5,hotpot:107,651,654,semantic
289,train:hotpot:135,4,hotpot:135,829,830,structural
290,train:hotpot:110,3,hotpot:110,670,678,multi-hop
291,train:hotpot:56,7,hotpot:56,356,357,structural
292,train:hotpot:173,4,hotpot:173,1044,1037,multi-hop
293,train:hotpot:32,3,hotpot:32,222,225,semantic
294,train:hotpot:54,4,hotpot:54,328,330,structural
295,train:hotpot:86,5,hotpot:86,526,532,multi-hop
296,train:hotpot:74,6,hotpot:74,464,467,structural
297,train:hotpot:7,6,hotpot:7,61,63,multi-hop
298,train:hotpot:1,5,hotpot:1,20,17,multi-hop
299,train:hotpot:99,3,hotpot:99,602,604,structural
300,train:hotpot:8,5,hotpot:8,73,75,structural
301,train:hotpot:139,5,hotpot:139,873,881,multi-hop
302,train:hotpot:32,4,hotpot:32,225,222,multi-hop
303,train:hotpot:177,3,hotpot:177,1081,1084,multi-hop
304,train:hotpot:75,5,hotpot:75,481,474,semantic
305,train:hotpot:8,6,hotpot:8,71,68,semantic
306,train:hotpot:35,6,hotpot:35,234,237,structural
307,train:hotpot:64,7,hotpot:64,422,425,semantic
308,train:hotpot:136,3,hotpot:136,840,841,structural
309,train:hotpot:75,6,hotpot:75,483,478,semantic
310,train:hotpot:176,7,hotpot:176,1067,1063,multi-hop
311,train:hotpot:199,5,hotpot:199,1211,1213,multi-hop
312,train:hotpot:99,4,hotpot:99,599,608,semantic
313,train:hotpot:173,5,hotpot:173,1040,1037,multi-hop
314,train:hotpot:16,3,hotpot:16,114,116,multi-hop
315,train:hotpot:199,6,hotpot:199,1215,1221,multi-hop
316,train:hotpot:99,5,hotpot:99,604,606,multi-hop
317,train:hotpot:126,5,hotpot:126,756,758,multi-hop
318,train:hotpot:115,5,hotpot:115,709,704,semantic
319,train:hotpot:23,3,hotpot:23,172,178,semantic
320,train:hotpot:48,5,hotpot:48,278,288,semantic
321,train:hotpot:85,8,hotpot:85,519,522,semantic
322,train:hotpot:110,4,hotpot:110,676,679,structural
323,train:hotpot:118,2,hotpot:118,745,747,multi-hop
324,train:hotpot:137,4,hotpot:137,852,855,semantic
325,train:hotpot:19,4,hotpot:19,144,146,multi-hop
326,train:hotpot:25,7,hotpot:25,179,181,multi-hop
327,train:hotpot:179,5,hotpot:179,1092,1089,semantic
328,train:hotpot:4,5,hotpot:4,43,47,multi-hop
329,train:hotpot:7,7,hotpot:7,63,64,structural
330,train:hotpot:23,4,hotpot:23,173,168,multi-hop
331,train:hotpot:159,4,hotpot:159,960,961,structural
332,train:hotpot:25,8,hotpot:25,182,189,multi-hop
333,train:hotpot:35,7,hotpot:35,231,235,multi-hop
334,train:hotpot:5,3,hotpot:5,52,53,structural
335,train:hotpot:75,7,hotpot:75,474,475,structural
336,train:hotpot:16,4,hotpot:16,106,108,multi-hop
337,train:hotpot:109,4,hotpot:109,665,667,multi-hop
338,train:hotpot:112,4,hotpot:112,687,689,multi-hop
339,train:hotpot:138,4,hotpot:138,863,867,multi-hop
340,train:hotpot:57,7,hotpot:57,372,375,semantic
341,train:hotpot:194,4,hotpot:194,1193,1195,multi-hop
342,train:hotpot:35,8,hotpot:35,235,237,structural
343,train:hotpot:159,5,hotpot:159,965,968,multi-hop
344,train:hotpot:7,8,hotpot:7,63,64,structural
345,train:hotpot:110,5,hotpot:110,671,678,semantic
346,train:hotpot:54,5,hotpot:54,327,333,semantic
347,train:hotpot:17,5,hotpot:17,120,122,multi-hop
348,train:hotpot:138,5,hotpot:138,863,867,semantic
349,train:hotpot:17,6,hotpot:17,125,126,structural
350,train:hotpot:183,9,hotpot:183,1141,1144,structural
351,train:hotpot:19,5,hotpot:19,150,154,semantic
352,train:hotpot:90,4,hotpot:90,552,557,semantic
353,train:hotpot:4,6,hotpot:4,37,40,multi-hop
354,train:hotpot:175,3,hotpot:175,1056,1059,structural
355,train:hotpot:129,3,hotpot:129,793,795,structural
356,train:hotpot:179,6,hotpot:179,1089,1092,structural
357,train:hotpot:107,6,hotpot:107,651,652,structural
358,train:hotpot:118,3,hotpot:118,751,754,multi-hop
359,train:hotpot:177,4,hotpot:177,1076,1079,multi-hop
360,train:hotpot:55,6,hotpot:55,338,341,semantic
361,train:hotpot:29,7,hotpot:29,195,197,multi-hop
362,train:hotpot:168,5,hotpot:168,1017,1020,structural
363,train:hotpot:54,6,hotpot:54,331,333,structural
364,train:hotpot:99,6,hotpot:99,604,599,multi-hop
365,train:hotpot:19,6,hotpot:19,145,147,multi-hop
366,train:hotpot:16,5,hotpot:16,113,108,multi-hop
367,train:hotpot:55,7,hotpot:55,339,342,semantic
368,train:hotpot:117,4,hotpot:117,734,737,multi-hop
369,train:hotpot:66,5,hotpot:66,431,426,multi-hop
370,train:hotpot:112,5,hotpot:112,686,683,semantic
371,train:hotpot:179,7,hotpot:179,1091,1093,structural
372,train:hotpot:8,7,hotpot:8,68,72,semantic
373,train:hotpot:85,9,hotpot:85,511,513,multi-hop
374,train:hotpot:56,8,hotpot:56,360,357,semantic
375,train:hotpot:138,6,hotpot:138,860,862,multi-hop
376,train:hotpot:112,6,hotpot:112,688,684,semantic
377,train:hotpot:98,4,hotpot:98,592,597,semantic
378,train:hotpot:74,7,hotpot:74,464,465,structural
379,train:hotpot:99,7,hotpot:99,598,601,semantic
380,train:hotpot:47,6,hotpot:47,270,272,multi-hop
381,train:hotpot:66,6,hotpot:66,434,437,multi-hop
382,train:hotpot:32,5,hotpot:32,216,219,semantic
383,train:hotpot:107,7,hotpot:107,644,646,multi-hop
384,train:hotpot:173,6,hotpot:173,1036,1047,multi-hop
385,train:hotpot:66,7,hotpot:66,432,434,structural
386,train:hotpot:176,8,hotpot:176,1064,1066,multi-hop
387,train:hotpot:98,5,hotpot:98,586,588,multi-hop
388,train:hotpot:110,6,hotpot:110,672,678,semantic
389,train:hotpot:199,7,hotpot:199,1217,1219,multi-hop
390,train:hotpot:163,4,hotpot:163,991,994,structural
391,train:hotpot:90,5,hotpot:90,550,552,multi-hop
392,train:hotpot:47,7,hotpot:47,268,269,structural
393,train:hotpot:23,5,hotpot:23,173,175,multi-hop
394,train:hotpot:138,7,hotpot:138,865,866,structural
395,train:hotpot:117,5,hotpot:117,739,742,multi-hop
396,train:hotpot:118,4,hotpot:118,749,752,multi-hop
397,train:hotpot:135,5,hotpot:135,825,822,semantic
398,train:hotpot:109,5,hotpot:109,661,663,multi-hop
399,train:hotpot:109,6,hotpot:109,662,663,structural
400,train:hotpot:126,6,hotpot:126,762,765,multi-hop
401,train:hotpot:5,4,hotpot:5,52,55,structural
402,train:hotpot:17,7,hotpot:17,122,124,multi-hop
403,train:hotpot:86,6,hotpot:86,533,535,multi-hop
404,train:hotpot:159,6,hotpot:159,968,971,multi-hop
405,train:hotpot:107,8,hotpot:107,646,649,semantic
406,train:hotpot:159,7,hotpot:159,968,971,semantic
407,train:hotpot:177,5,hotpot:177,1081,1083,structural
408,train:hotpot:159,8,hotpot:159,961,970,multi-hop
409,train:hotpot:118,5,hotpot:118,750,751,structural
410,train:hotpot:136,4,hotpot:136,844,847,structural
411,train:hotpot:29,8,hotpot:29,197,193,multi-hop
412,train:hotpot:4,7,hotpot:4,45,47,structural
413,train:hotpot:54,7,hotpot:54,334,337,multi-hop
414,train:hotpot:90,6,hotpot:90,549,559,multi-hop
415,train:hotpot:75,8,hotpot:75,478,475,semantic
416,train:hotpot:181,4,hotpot:181,1113,1116,structural
417,train:hotpot:173,7,hotpot:173,1038,1040,multi-hop
418,train:hotpot:23,6,hotpot:23,170,178,multi-hop
419,train:hotpot:100,4,hotpot:100,616,618,multi-hop
420,train:hotpot:136,5,hotpot:136,842,844,structural
421,train:hotpot:112,7,hotpot:112,687,684,multi-hop
422,train:hotpot:115,6,hotpot:115,708,710,multi-hop
423,train:hotpot:139,6,hotpot:139,871,873,multi-hop
424,train:hotpot:102,6,hotpot:102,629,625,multi-hop
425,train:hotpot:100,5,hotpot:100,614,616,multi-hop
426,train:hotpot:136,6,hotpot:136,837,840,semantic
427,train:hotpot:126,7,hotpot:126,757,759,multi-hop
428,train:hotpot:110,7,hotpot:110,673,676,structural
429,train:hotpot:100,6,hotpot:100,614,616,multi-hop
430,train:hotpot:138,8,hotpot:138,863,865,multi-hop
431,train:hotpot:118,6,hotpot:118,749,752,multi-hop
432,train:hotpot:139,7,hotpot:139,871,872,structural
433,train:hotpot:5,5,hotpot:5,55,59,semantic
434,train:hotpot:32,6,hotpot:32,220,222,multi-hop
435,train:hotpot:115,7,hotpot:115,709,704,semantic
436,train:hotpot:177,6,hotpot:177,1075,1083,semantic
437,train:hotpot:139,8,hotpot:139,874,881,multi-hop
438,train:hotpot:16,6,hotpot:16,108,110,multi-hop
439,train:hotpot:163,5,hotpot:163,992,994,multi-hop
440,train:hotpot:177,7,hotpot:177,1078,1080,multi-hop
441,train:hotpot:163,6,hotpot:163,991,987,multi-hop
442,train:hotpot:129,4,hotpot:129,793,796,structural
443,train:hotpot:166,5,hotpot:166,1005,1010,multi-hop
444,train:hotpot:126,8,hotpot:126,756,758,multi-hop
445,train:hotpot:19,7,hotpot:19,150,154,multi-hop
446,train:hotpot:16,7,hotpot:16,112,114,multi-hop
447,train:hotpot:139,9,hotpot:139,870,872,multi-hop
448,train:hotpot:1,6,hotpot:1,12,13,structural
449,train:hotpot:166,6,hotpot:166,1000,1002,multi-hop
450,train:hotpot:166,7,hotpot:166,1001,1003,multi-hop
451,train:hotpot:135,6,hotpot:135,824,826,multi-hop
452,train:hotpot:5,6,hotpot:5,53,59,semantic
453,train:hotpot:98,6,hotpot:98,593,595,multi-hop
454,train:hotpot:194,5,hotpot:194,1183,1186,multi-hop
455,train:hotpot:102,7,hotpot:102,623,631,multi-hop
456,train:hotpot:100,7,hotpot:100,616,610,semantic
457,train:hotpot:135,7,hotpot:135,823,825,multi-hop
458,train:hotpot:168,6,hotpot:168,1018,1012,multi-hop
459,train:hotpot:112,8,hotpot:112,684,687,semantic
460,train:hotpot:175,4,hotpot:175,1051,1053,multi-hop
461,train:hotpot:1,7,hotpot:1,19,22,structural
462,train:hotpot:163,7,hotpot:163,992,987,semantic
463,train:hotpot:23,7,hotpot:23,172,174,multi-hop
464,train:hotpot:94,6,hotpot:94,569,570,structural
465,train:hotpot:129,5,hotpot:129,792,794,multi-hop
466,train:hotpot:100,8,hotpot:100,614,615,structural
467,train:hotpot:102,8,hotpot:102,625,626,structural
468,train:hotpot:94,7,hotpot:94,569,571,multi-hop
469,train:hotpot:110,8,hotpot:110,674,677,semantic
470,train:hotpot:118,7,hotpot:118,745,747,multi-hop
471,train:hotpot:109,7,hotpot:109,662,665,structural
472,train:hotpot:75,9,hotpot:75,481,474,multi-hop
473,train:hotpot:74,8,hotpot:74,465,462,multi-hop
474,train:hotpot:140,4,hotpot:140,892,887,semantic
475,train:hotpot:86,7,hotpot:86,531,534,semantic
476,train:hotpot:102,9,hotpot:102,629,625,multi-hop
477,train:hotpot:32,7,hotpot:32,215,216,structural
