policy,k,repetition,query_type,events,mean_prediction_hit,median_prediction_hit,mean_target_rank,median_target_rank,mean_candidate_universe_size,median_candidate_universe_size,mean_prompt_tokens,median_prompt_tokens,mean_capacity_bytes,median_capacity_bytes,mean_ready_cache_ttft_ms,median_ready_cache_ttft_ms,mean_request_e2e_ms,median_request_e2e_ms,mean_policy_ms,median_policy_ms,mean_current_access_ttft_ms,median_current_access_ttft_ms,mean_current_access_request_ms,median_current_access_request_ms,mean_speculative_population_ms,median_speculative_population_ms,mean_available_overlap_ms,median_available_overlap_ms,mean_exposed_population_ms,median_exposed_population_ms,mean_end_to_end_ttft_ms,median_end_to_end_ttft_ms,mean_end_to_end_request_ms,median_end_to_end_request_ms,mean_prefetch_bytes_scheduled,median_prefetch_bytes_scheduled,mean_prefetch_bytes_completed,median_prefetch_bytes_completed,mean_prefetch_completion_fraction,median_prefetch_completion_fraction,mean_shadow_residency_before_prefetch,median_shadow_residency_before_prefetch,mean_shadow_residency_hit,median_shadow_residency_hit,mean_shadow_current_prefetch_hit,median_shadow_current_prefetch_hit,mean_shadow_cache_bytes_after,median_shadow_cache_bytes_after,mean_lmcache_retrieved_tokens_delta,median_lmcache_retrieved_tokens_delta,mean_lmcache_stored_tokens_delta,median_lmcache_stored_tokens_delta,mean_vllm_prefix_cache_hit_tokens_delta,median_vllm_prefix_cache_hit_tokens_delta,mean_population_request_count,median_population_request_count,mean_population_prompt_tokens,median_population_prompt_tokens,mean_predicted_count,median_predicted_count,mean_completed_prefetch_count,median_completed_prefetch_count,mean_current_insert_eviction_count,median_current_insert_eviction_count,mean_prefetch_eviction_count,median_prefetch_eviction_count,mean_target_insert_eviction_count,median_target_insert_eviction_count,mean_online_updated,median_online_updated,mean_retry_count,median_retry_count,mean_prefetch_completed_before_demand,median_prefetch_completed_before_demand,mean_request_success,median_request_success
adaptive_online_warm,10,0,semantic,150,0.92,1.0,5.4855072463768115,5.0,206.89333333333335,201.5,379.3466666666667,385.0,536870912.0,536870912.0,44.22669944,35.029106,44.3138474,35.1058265,3.195562246666667,3.0458745,53.963701273333335,58.150019,54.047807553333335,58.234205,634.7280418266666,695.0790099999999,0.0,0.0,634.7280418266666,695.0790099999999,682.1503035133334,737.6426175,682.2374514733334,737.7293925000001,122578971.30666667,123174912.0,122578971.30666667,123174912.0,1.0,1.0,0.2,0.0,0.9333333333333333,1.0,0.7333333333333333,1.0,528303172.26666665,529219584.0,292.68666666666667,384.0,134.71333333333334,0.0,255.18666666666667,384.0,10.0,10.0,3750.8133333333335,3769.0,10.0,10.0,10.0,10.0,0.8066666666666666,1.0,8.153333333333334,10.0,0.06666666666666667,0.0,0.08,0.0,0.0,0.0,1.0,1.0,1.0,1.0
adaptive_online_warm,10,0,structural,150,0.9666666666666667,1.0,3.386206896551724,3.0,207.74666666666667,202.5,379.94666666666666,385.0,536870912.0,536870912.0,41.884798486666675,34.7180355,41.96697996666666,34.792395,3.314036486666667,3.066205,56.619301566666664,58.531867000000005,56.71143096666667,58.639027,652.7680973466667,696.8031035,0.0,0.0,652.7680973466667,696.8031035,697.96693232,738.3960365,698.0491138000001,738.470774,122408577.70666666,122568704.0,122408577.70666666,122568704.0,1.0,1.0,0.18666666666666668,0.0,0.9733333333333334,1.0,0.7866666666666666,1.0,527991657.81333333,530579456.0,338.38,384.0,139.12666666666667,0.0,286.3666666666667,384.0,10.0,10.0,3745.6133333333332,3750.5,10.0,10.0,10.0,10.0,0.8066666666666666,1.0,8.38,10.0,0.03333333333333333,0.0,0.02666666666666667,0.0,0.0,0.0,1.0,1.0,1.0,1.0
graph_fixed,10,0,all,600,0.895,1.0,3.9497206703910615,4.0,204.76333333333332,199.0,379.17833333333334,385.0,536870912.0,536870912.0,44.21348732333333,35.023196999999996,44.29890547833334,35.1139935,3.234510688333333,3.0477455,56.69667473166667,58.869572,56.78257525833333,58.953164,656.9025829216666,695.914543,0.0,0.0,656.9025829216666,695.914543,704.3505809333334,742.4830199999999,704.4359990883333,742.579306,122457620.48,122929152.0,122457620.48,122929152.0,1.0,1.0,0.16166666666666665,0.0,0.9083333333333333,1.0,0.7483333333333333,1.0,529237060.26666665,530497536.0,273.31166666666667,384.0,103.41833333333334,0.0,265.08166666666665,384.0,10.0,10.0,3747.11,3761.5,10.0,10.0,10.0,10.0,0.8316666666666667,1.0,8.49,10.0,0.08666666666666667,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
graph_fixed,10,0,multi-hop,300,0.8966666666666666,1.0,3.9182156133828996,3.0,202.20666666666668,199.0,378.71,385.0,536870912.0,536870912.0,43.150350763333336,34.74158,43.23565068333333,34.822717499999996,3.2395913600000004,3.0294790000000003,56.82983724,58.896666499999995,56.914991090000015,58.976496999999995,658.2627125133333,696.7859825,0.0,0.0,658.2627125133333,696.7859825,704.6526546366666,740.9174055000001,704.7379545566666,740.9929545,122403444.05333333,123174912.0,122403444.05333333,123174912.0,1.0,1.0,0.15333333333333332,0.0,0.9133333333333333,1.0,0.76,1.0,530197599.5733333,530579456.0,271.1433333333333,384.0,91.41,0.0,269.56333333333333,384.0,10.0,10.0,3745.4566666666665,3769.0,10.0,10.0,10.0,10.0,0.84,1.0,8.566666666666666,10.0,0.08,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
graph_fixed,10,0,semantic,150,0.9,1.0,4.607407407407408,4.0,206.89333333333335,201.5,379.3466666666667,385.0,536870912.0,536870912.0,44.605372626666664,35.2076775,44.690725046666664,35.3181615,3.1805097533333333,3.0455885,55.27107586,58.6128195,55.35793348000001,58.7063715,648.0795641066668,693.794161,0.0,0.0,648.0795641066668,693.794161,695.8654464866668,741.267051,695.9507989066667,741.3445405,122641885.86666666,123174912.0,122641885.86666666,123174912.0,1.0,1.0,0.18,0.0,0.9066666666666666,1.0,0.7333333333333333,1.0,528798187.52,530333696.0,295.17333333333335,384.0,120.77333333333333,0.0,265.44,384.0,10.0,10.0,3752.733333333333,3769.0,10.0,10.0,10.0,10.0,0.8133333333333334,1.0,8.293333333333333,10.0,0.08666666666666667,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
graph_fixed,10,0,structural,150,0.8866666666666667,1.0,3.345864661654135,3.0,207.74666666666667,202.5,379.94666666666666,385.0,536870912.0,536870912.0,45.94787514,35.183465,46.0335955,35.269968500000004,3.2783502800000006,3.0709785,57.85594858666666,59.010304000000005,57.94238537333333,59.098622,663.0053425533333,698.965739,0.0,0.0,663.0053425533333,698.965739,712.2315679733333,744.9026465000001,712.3172883333334,744.9657345,122381707.94666667,122519552.0,122381707.94666667,122519552.0,1.0,1.0,0.16,0.0,0.9,1.0,0.74,1.0,527754854.4,530251776.0,255.78666666666666,384.0,110.08,0.0,255.76,384.0,10.0,10.0,3744.7933333333335,3749.0,10.0,10.0,10.0,10.0,0.8333333333333334,1.0,8.533333333333333,10.0,0.1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
adaptive_offline_global,10,0,all,600,0.9466666666666667,1.0,4.320422535211268,4.0,204.76333333333332,199.0,379.17833333333334,385.0,536870912.0,536870912.0,42.98898533833333,34.8487235,43.07291220166667,34.9219865,3.1293177733333333,2.9680340000000003,55.64842084833334,58.283256,55.734382955,58.382251,640.8424364016666,686.877677,0.0,0.0,640.8424364016666,686.877677,686.9607395133334,732.981373,687.0446663766667,733.0453534999999,122438451.2,123174912.0,122438451.2,123174912.0,1.0,1.0,0.18,0.0,0.9533333333333334,1.0,0.7733333333333333,1.0,529315648.85333335,530432000.0,273.84,384.0,89.57333333333334,0.0,273.805,384.0,10.0,10.0,3746.525,3769.0,10.0,10.0,10.0,10.0,0.8216666666666667,1.0,8.318333333333333,10.0,0.045,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
adaptive_offline_global,10,0,multi-hop,300,0.9533333333333334,1.0,4.2272727272727275,4.0,202.20666666666668,199.0,378.71,385.0,536870912.0,536870912.0,43.170029946666666,34.896800999999996,43.253975579999995,34.9885065,3.1440521399999994,2.9601724999999997,55.80332099666666,58.19852,55.88970596666666,58.2812555,643.66206963,685.0711705,0.0,0.0,643.66206963,685.0711705,689.9761517166667,732.981373,690.06009735,733.0453534999999,122381271.04,123174912.0,122381271.04,123174912.0,1.0,1.0,0.16666666666666666,0.0,0.9566666666666667,1.0,0.79,1.0,530523968.85333335,530595840.0,276.16,384.0,86.34666666666666,0.0,276.12333333333333,384.0,10.0,10.0,3744.78,3769.0,10.0,10.0,10.0,10.0,0.8333333333333334,1.0,8.406666666666666,10.0,0.04,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
adaptive_offline_global,10,0,semantic,150,0.9066666666666666,1.0,5.507352941176471,5.0,206.89333333333335,201.5,379.3466666666667,385.0,536870912.0,536870912.0,43.14887236,34.749023,43.23179164,34.8346785,3.08742106,2.9751304999999997,54.253581426666656,58.280692,54.33846958666666,58.372420500000004,631.6646972133334,690.6789,0.0,0.0,631.6646972133334,690.6789,677.9009906333333,736.078697,677.9839099133333,736.1564355,122547077.12,123174912.0,122547077.12,123174912.0,1.0,1.0,0.2,0.0,0.92,1.0,0.72,1.0,528288317.44,529072128.0,265.49333333333334,384.0,97.28,0.0,265.4533333333333,384.0,10.0,10.0,3749.84,3769.0,10.0,10.0,10.0,10.0,0.8133333333333334,1.0,8.1,10.0,0.08,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
adaptive_offline_global,10,0,structural,150,0.9733333333333334,1.0,3.3972602739726026,3.0,207.74666666666667,202.5,379.94666666666666,385.0,536870912.0,536870912.0,42.4670091,34.7011095,42.55190600666667,34.777606000000006,3.141745753333333,2.9695655,56.733459973333325,58.4931335,56.81965029999999,58.576922499999995,644.3809091333333,689.2580370000001,0.0,0.0,644.3809091333333,689.2580370000001,689.9896639866668,730.4995105,690.0745608933333,730.5648160000001,122444185.6,122568704.0,122444185.6,122568704.0,1.0,1.0,0.18666666666666668,0.0,0.98,1.0,0.7933333333333333,1.0,527926340.26666665,530579456.0,277.5466666666667,384.0,88.32,0.0,277.52,384.0,10.0,10.0,3746.7,3750.5,10.0,10.0,10.0,10.0,0.8066666666666666,1.0,8.36,10.0,0.02,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
adaptive_online_warm,6,0,all,600,0.78,1.0,3.4423076923076925,3.0,204.76333333333332,199.0,379.17833333333334,385.0,536870912.0,536870912.0,44.99646812833333,34.588113,45.07731115333333,34.6629135,3.0997942766666666,2.9485205,55.91730631000001,58.649831,56.00117612166666,58.726546,388.98063758499995,420.156336,0.0,0.0,388.98063758499995,420.156336,437.07689998999996,465.95916750000004,437.15774301499994,466.040433,74459490.98666666,75497472.0,74459490.98666666,75497472.0,1.0,1.0,0.19,0.0,0.8116666666666666,1.0,0.6233333333333333,1.0,527941632.0,528482304.0,271.9483333333333,384.0,121.92166666666667,0.0,242.35666666666665,384.0,6.0,6.0,2278.3233333333333,2310.0,6.0,6.0,6.0,6.0,0.7916666666666666,1.0,4.858333333333333,6.0,0.18166666666666667,0.0,0.21833333333333332,0.0,0.0,0.0,1.0,1.0,1.0,1.0
adaptive_online_warm,6,0,multi-hop,300,0.7966666666666666,1.0,3.3389121338912133,3.0,202.20666666666668,199.0,378.71,385.0,536870912.0,536870912.0,44.759656719999995,34.7263555,44.84051731333333,34.7949445,3.0885820533333335,2.9386650000000003,55.800797976666665,58.6260535,55.88698338333333,58.7102825,392.17054150333337,420.69201,0.0,0.0,392.17054150333337,420.69201,440.0187802766667,466.1263115,440.09964087000003,466.20889,74482647.04,75497472.0,74482647.04,75497472.0,1.0,1.0,0.17666666666666667,0.0,0.82,1.0,0.6433333333333333,1.0,528414146.56,528482304.0,276.6,384.0,118.89333333333333,0.0,243.58666666666667,384.0,6.0,6.0,2279.03,2310.0,6.0,6.0,6.0,6.0,0.8033333333333333,1.0,4.956666666666667,6.0,0.17,0.0,0.20333333333333334,0.0,0.0,0.0,1.0,1.0,1.0,1.0
adaptive_online_warm,6,0,semantic,150,0.7,1.0,4.161904761904762,4.0,206.89333333333335,201.5,379.3466666666667,385.0,536870912.0,536870912.0,46.90686032,34.882815,46.98970870666667,34.9708425,3.0848054333333335,2.9576475,53.462804733333336,58.2538055,53.54410930666666,58.337867,378.82486654666667,414.715144,0.0,0.0,378.82486654666667,414.715144,428.81653230000006,459.78207199999997,428.8993806866666,459.847329,74451080.53333333,75497472.0,74451080.53333333,75497472.0,1.0,1.0,0.21333333333333335,0.0,0.76,1.0,0.5533333333333333,1.0,528129064.96,528465920.0,249.53333333333333,384.0,137.64,0.0,221.92,384.0,6.0,6.0,2278.0666666666666,2310.0,6.0,6.0,6.0,6.0,0.7466666666666667,1.0,4.62,6.0,0.23333333333333334,0.0,0.3,0.0,0.0,0.0,1.0,1.0,1.0,1.0
adaptive_online_warm,6,0,structural,150,0.8266666666666667,1.0,3.032258064516129,3.0,207.74666666666667,202.5,379.94666666666666,385.0,536870912.0,536870912.0,43.55969875333332,34.1475705,43.63850127999999,34.2255675,3.137207566666667,2.9485205,58.60482455333334,58.9315655,58.68662841333333,59.0194385,392.7566007866667,422.0034875,0.0,0.0,392.7566007866667,422.0034875,439.4535071066666,467.64657500000004,439.53230963333334,467.72797650000007,74421589.33333333,75497472.0,74421589.33333333,75497472.0,1.0,1.0,0.19333333333333333,0.0,0.8466666666666667,1.0,0.6533333333333333,1.0,526809169.92,528449536.0,285.06,384.0,112.26,0.0,260.3333333333333,384.0,6.0,6.0,2277.1666666666665,2310.0,6.0,6.0,6.0,6.0,0.8133333333333334,1.0,4.9,6.0,0.15333333333333332,0.0,0.16666666666666666,0.0,0.0,0.0,1.0,1.0,1.0,1.0
no_prefetch,10,0,all,600,0.0,0.0,,,0.0,0.0,379.17833333333334,385.0,536870912.0,536870912.0,56.90242315166666,63.2887525,56.99554721833334,63.3667865,0.00497092,0.004644499999999999,59.12105846833333,63.741275,59.20636265833333,63.8393295,0.0,0.0,0.0,0.0,0.0,0.0,56.907394071666666,63.292974,57.000518138333334,63.3709455,0.0,0.0,0.0,0.0,1.0,1.0,0.23333333333333334,0.0,0.23333333333333334,0.0,0.0,0.0,519942253.2266667,528384000.0,85.99,0.0,243.45666666666668,384.0,79.98833333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7633333333333333,1.0,0.0,0.0,0.7216666666666667,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
no_prefetch,10,0,multi-hop,300,0.0,0.0,,,0.0,0.0,378.71,385.0,536870912.0,536870912.0,57.31196997666666,63.313302,57.40698844666665,63.414794,0.00499823,0.004680999999999999,58.53380359333334,63.6666225,58.61934051666667,63.760176,0.0,0.0,0.0,0.0,0.0,0.0,57.316968206666665,63.317685499999996,57.411986676666665,63.4191775,0.0,0.0,0.0,0.0,1.0,1.0,0.22,0.0,0.22,0.0,0.0,0.0,518916997.12,528384000.0,75.95333333333333,0.0,251.63333333333333,384.0,72.94666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7666666666666667,1.0,0.0,0.0,0.7266666666666667,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
no_prefetch,10,0,semantic,150,0.0,0.0,,,0.0,0.0,379.3466666666667,385.0,536870912.0,536870912.0,55.117855459999994,62.4544765,55.211032073333335,62.534490000000005,0.005000493333333333,0.0045835,60.830056186666674,63.826581000000004,60.91612355999999,63.94739,0.0,0.0,0.0,0.0,0.0,0.0,55.122855953333335,62.459203,55.216032566666655,62.5392165,0.0,0.0,0.0,0.0,1.0,1.0,0.28,0.0,0.28,0.0,0.0,0.0,520647693.6533333,528384000.0,102.4,0.0,222.4,384.0,102.38666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7533333333333333,1.0,0.0,0.0,0.68,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
no_prefetch,10,0,structural,150,0.0,0.0,,,0.0,0.0,379.94666666666666,385.0,536870912.0,536870912.0,57.86789719333333,63.637184,57.95717990666667,63.711184,0.004886726666666666,0.004543,58.58657049999999,63.853686499999995,58.670646039999994,63.950312999999994,0.0,0.0,0.0,0.0,0.0,0.0,57.87278392,63.641399,57.96206663333333,63.715399000000005,0.0,0.0,0.0,0.0,1.0,1.0,0.21333333333333335,0.0,0.21333333333333335,0.0,0.0,0.0,521287325.0133333,528384000.0,89.65333333333334,0.0,248.16,384.0,71.67333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7666666666666667,1.0,0.0,0.0,0.7533333333333333,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
adaptive_online_warm,16,0,all,600,0.9766666666666667,1.0,4.583617747440273,4.0,204.76333333333332,199.0,379.17833333333334,385.0,536870912.0,536870912.0,43.81707180666667,34.876317,43.89954590333333,34.961354,3.1799820833333334,3.0295065,57.73298794666667,59.265648,57.81819583166667,59.359087,1068.5707364216667,1112.82888,0.0,0.0,1068.5707364216667,1112.82888,1115.5677903116666,1155.9788615,1115.6502644083334,1156.081267,194148324.69333333,195690496.0,194148324.69333333,195690496.0,1.0,1.0,0.11833333333333333,0.0,0.9783333333333334,1.0,0.8616666666666667,1.0,530192957.44,531120128.0,290.01666666666665,384.0,75.11,0.0,263.295,384.0,16.0,16.0,5940.9366666666665,5988.0,16.0,16.0,16.0,16.0,0.925,1.0,14.321666666666667,16.0,0.02,0.0,0.021666666666666667,0.0,0.0,0.0,1.0,1.0,1.0,1.0
